Date,County,TotalBeds,AvailableBeds,HospitalCapacity,Hospitalized,ICU,Ventilated,AdmitPrevDay,DischPrevDay,DeltaAdmit
2020-11-11,MIAMI-DADE,9590,2301,0.23993743482794577,492,111,69,55,59,-4
2020-11-11,PALM BEACH,4288,1077,0.2511660447761194,217,37,17,33,35,-2
2020-11-12,BROWARD,6792,951,0.14001766784452296,306,59,36,61,49,12
2020-11-12,MIAMI-DADE,9590,2225,0.23201251303441084,520,108,66,60,40,20
2020-11-12,PALM BEACH,4288,1098,0.2560634328358209,225,40,18,43,29,14
2020-11-13,BROWARD,6792,919,0.1353062426383981,322,55,35,52,49,3
2020-11-13,MIAMI-DADE,9590,2204,0.22982273201251305,519,108,61,53,67,-14
2020-11-13,PALM BEACH,4288,1086,0.25326492537313433,236,40,17,43,27,16
2020-11-14,BROWARD,6792,1032,0.1519434628975265,316,50,31,44,41,3
2020-11-14,MIAMI-DADE,9590,3414,0.3559958289885297,524,122,70,56,73,-17
2020-11-14,PALM BEACH,4288,1138,0.2653917910447761,232,45,19,48,42,6
2020-11-15,BROWARD,6792,1123,0.16534157832744406,302,45,30,35,53,-18
2020-11-15,MIAMI-DADE,9590,2554,0.26631908237747653,519,119,69,58,53,5
2020-11-15,PALM BEACH,4288,1246,0.2905783582089552,228,48,20,32,20,12
2020-11-17,BROWARD,6792,1105,0.1626914016489988,343,54,32,69,56,13
2020-11-17,MIAMI-DADE,9590,2260,0.23566214807090718,555,117,69,60,60,0
2020-11-17,PALM BEACH,4288,1136,0.26492537313432835,251,62,27,62,40,22
2020-11-18,BROWARD,6792,1064,0.15665488810365136,310,55,28,56,65,-9
2020-11-18,MIAMI-DADE,9590,2159,0.2251303441084463,556,117,64,64,80,-16
2020-11-18,PALM BEACH,4288,1097,0.255830223880597,243,61,26,43,33,10
2020-11-19,BROWARD,6792,1020,0.1501766784452297,329,50,29,46,38,8
2020-11-19,MIAMI-DADE,9590,2148,0.22398331595411888,555,134,71,69,87,-18
2020-11-19,PALM BEACH,4288,1150,0.2681902985074627,237,59,28,35,35,0
